VIN,planned_date,planned_sequence_in_day,planned_global_sequence,model,color,priority,actual_body_sequence,actual_paint_sequence
VIN0028763,2024-07-29,33,28763,C-EV,White,Normal,28763,28763
VIN0028764,2024-07-29,34,28764,B-SUV,Black,Normal,28775,28775
VIN0028765,2024-07-29,35,28765,C-EV,Grey,Normal,28764,28764
VIN0028766,2024-07-29,36,28766,C-EV,Blue,Normal,28765,28765
VIN0028767,2024-07-29,37,28767,A-Sedan,Black,Normal,28766,28766
VIN0028768,2024-07-29,38,28768,C-EV,Grey,Normal,28767,28767
VIN0028769,2024-07-29,39,28769,B-SUV,Silver,Normal,28768,28768
VIN0028770,2024-07-29,40,28770,B-SUV,Silver,Normal,28769,28769
VIN0028771,2024-07-29,41,28771,B-SUV,White,Normal,28770,28770
VIN0028772,2024-07-29,42,28772,C-EV,White,Hold,28771,28771
VIN0028773,2024-07-29,43,28773,B-SUV,Blue,Normal,28772,28772
VIN0028774,2024-07-29,44,28774,A-Sedan,Red,Normal,28783,28783
VIN0028775,2024-07-29,45,28775,A-Sedan,Black,Normal,28773,28773
VIN0028776,2024-07-29,46,28776,B-SUV,Orange,Normal,28774,28774
VIN0028777,2024-07-29,47,28777,A-Sedan,Black,Expedite,28776,28776
VIN0028778,2024-07-29,48,28778,A-Sedan,Black,Normal,28777,28777
VIN0028779,2024-07-29,49,28779,B-SUV,Blue,Normal,28778,28778
VIN0028780,2024-07-29,50,28780,A-Sedan,White,Normal,28779,28779
VIN0028781,2024-07-29,51,28781,C-EV,Silver,Normal,28780,28780
VIN0028782,2024-07-29,52,28782,A-Sedan,Silver,Normal,28781,28781
VIN0028783,2024-07-29,53,28783,B-SUV,Black,Normal,28782,28782
VIN0028784,2024-07-29,54,28784,A-Sedan,White,Normal,28784,28784
VIN0028785,2024-07-29,55,28785,A-Sedan,Blue,Normal,28785,28785
VIN0028786,2024-07-29,56,28786,A-Sedan,Grey,Normal,28787,28787
VIN0028787,2024-07-29,57,28787,A-Sedan,Grey,Normal,28786,28786
VIN0028788,2024-07-29,58,28788,A-Sedan,Silver,Normal,28788,28788
VIN0028789,2024-07-29,59,28789,C-EV,Red,Hold,28790,28790
VIN0028790,2024-07-29,60,28790,A-Sedan,Blue,Normal,28789,28789
VIN0028791,2024-07-29,61,28791,A-Sedan,Grey,Normal,28791,28791
VIN0028792,2024-07-29,62,28792,A-Sedan,Silver,Normal,28792,28792
VIN0028793,2024-07-29,63,28793,A-Sedan,Grey,Normal,28793,28793
VIN0028794,2024-07-29,64,28794,A-Sedan,Blue,Normal,28794,28794
VIN0028795,2024-07-29,65,28795,B-SUV,Silver,Normal,28795,28795
VIN0028796,2024-07-29,66,28796,C-EV,White,Normal,28796,28796
VIN0028797,2024-07-29,67,28797,A-Sedan,Blue,Normal,28797,28797
VIN0028798,2024-07-29,68,28798,A-Sedan,Grey,Normal,28798,28798
VIN0028799,2024-07-29,69,28799,A-Sedan,Blue,Normal,28799,28799
VIN0028800,2024-07-29,70,28800,A-Sedan,Blue,Normal,28800,28800
VIN0028801,2024-07-29,71,28801,A-Sedan,Black,Normal,28801,28801
VIN0028802,2024-07-29,72,28802,C-EV,Grey,Normal,28802,28802
VIN0028803,2024-07-29,73,28803,B-SUV,Orange,Normal,28803,28803
VIN0028804,2024-07-29,74,28804,C-EV,Orange,Normal,28804,28804
VIN0028805,2024-07-29,75,28805,C-EV,Silver,Normal,28806,28806
VIN0028806,2024-07-29,76,28806,C-EV,White,Normal,28805,28805
VIN0028807,2024-07-29,77,28807,C-EV,Black,Normal,28807,28807
VIN0028808,2024-07-29,78,28808,B-SUV,White,Hold,28808,28808
VIN0028809,2024-07-29,79,28809,A-Sedan,Grey,Normal,28809,28809
VIN0028810,2024-07-29,80,28810,B-SUV,White,Expedite,28810,28810
VIN0028811,2024-07-29,81,28811,C-EV,Black,Normal,28811,28811
VIN0028812,2024-07-29,82,28812,A-Sedan,Red,Normal,28812,28812
VIN0028813,2024-07-29,83,28813,A-Sedan,Black,Normal,28813,28813
VIN0028814,2024-07-29,84,28814,C-EV,Blue,Normal,28814,28814
VIN0028815,2024-07-29,85,28815,B-SUV,Red,Normal,28815,28815
VIN0028816,2024-07-29,86,28816,A-Sedan,White,Expedite,28816,28816
VIN0028817,2024-07-29,87,28817,B-SUV,Silver,Normal,28817,28817
VIN0028818,2024-07-29,88,28818,A-Sedan,Orange,Normal,28818,28818
VIN0028819,2024-07-29,89,28819,A-Sedan,Orange,Expedite,28819,28819
VIN0028820,2024-07-29,90,28820,A-Sedan,Silver,Normal,28820,28820
VIN0028821,2024-07-29,91,28821,A-Sedan,Blue,Normal,28824,28824
VIN0028822,2024-07-29,92,28822,C-EV,Green,Hold,28821,28821
VIN0028823,2024-07-29,93,28823,C-EV,Blue,Normal,28822,28822
VIN0028824,2024-07-29,94,28824,B-SUV,Grey,Normal,28823,28823
VIN0028825,2024-07-29,95,28825,B-SUV,Silver,Normal,28826,28826
VIN0028826,2024-07-29,96,28826,A-Sedan,White,Normal,28825,28825
VIN0028827,2024-07-29,97,28827,B-SUV,White,Normal,28827,28827
VIN0028828,2024-07-29,98,28828,A-Sedan,Blue,Normal,28828,28828
VIN0028829,2024-07-29,99,28829,B-SUV,Black,Normal,28829,28829
VIN0028830,2024-07-29,100,28830,A-Sedan,Blue,Normal,28830,28830
VIN0028831,2024-07-29,101,28831,B-SUV,White,Normal,28831,28831
VIN0028832,2024-07-29,102,28832,A-Sedan,Red,Normal,28832,28832
VIN0028833,2024-07-29,103,28833,A-Sedan,Black,Normal,28833,28833
VIN0028834,2024-07-29,104,28834,A-Sedan,White,Normal,28834,28834
VIN0028835,2024-07-29,105,28835,B-SUV,Silver,Normal,28835,28835
VIN0028836,2024-07-29,106,28836,B-SUV,Silver,Normal,28836,28836
VIN0028837,2024-07-29,107,28837,A-Sedan,Red,Expedite,28839,28839
VIN0028838,2024-07-29,108,28838,B-SUV,White,Normal,28842,28842
VIN0028839,2024-07-29,109,28839,A-Sedan,Black,Normal,28837,28837
VIN0028840,2024-07-29,110,28840,A-Sedan,Blue,Normal,28838,28838
VIN0028841,2024-07-29,111,28841,A-Sedan,Blue,Normal,28840,28840
VIN0028842,2024-07-29,112,28842,A-Sedan,Blue,Normal,28841,28841
VIN0028843,2024-07-29,113,28843,A-Sedan,White,Normal,28843,28843
VIN0028844,2024-07-29,114,28844,B-SUV,Silver,Normal,28844,28844
VIN0028845,2024-07-29,115,28845,A-Sedan,Red,Normal,28845,28845
VIN0028846,2024-07-29,116,28846,B-SUV,White,Normal,28846,28846
VIN0028847,2024-07-29,117,28847,A-Sedan,Silver,Normal,28847,28847
VIN0028848,2024-07-29,118,28848,A-Sedan,Black,Normal,28848,28848
VIN0028849,2024-07-29,119,28849,A-Sedan,Red,Normal,28849,28849
VIN0028850,2024-07-29,120,28850,C-EV,Silver,Normal,28850,28850
VIN0028851,2024-07-29,121,28851,A-Sedan,Black,Normal,28851,28851
VIN0028852,2024-07-29,122,28852,A-Sedan,White,Normal,28852,28852
VIN0028853,2024-07-29,123,28853,A-Sedan,Black,Expedite,28853,28853
VIN0028854,2024-07-29,124,28854,A-Sedan,Orange,Normal,28854,28854
VIN0028855,2024-07-29,125,28855,A-Sedan,White,Normal,28855,28855
VIN0028856,2024-07-29,126,28856,A-Sedan,Blue,Normal,28856,28856
VIN0028857,2024-07-29,127,28857,A-Sedan,Grey,Normal,28857,28857
VIN0028858,2024-07-29,128,28858,B-SUV,Red,Normal,28858,28858
VIN0028859,2024-07-29,129,28859,A-Sedan,Black,Normal,28859,28859
VIN0028860,2024-07-29,130,28860,B-SUV,Red,Normal,28860,28860
VIN0028861,2024-07-29,131,28861,A-Sedan,Blue,Normal,28861,28861
VIN0028862,2024-07-29,132,28862,C-EV,White,Normal,28862,28862
VIN0028863,2024-07-29,133,28863,A-Sedan,Black,Normal,28863,28863
VIN0028864,2024-07-29,134,28864,B-SUV,Silver,Normal,28865,28865
VIN0028865,2024-07-29,135,28865,A-Sedan,Green,Normal,28871,28871
VIN0028866,2024-07-29,136,28866,A-Sedan,Silver,Normal,28864,28864
VIN0028867,2024-07-29,137,28867,B-SUV,Red,Normal,28866,28866
VIN0028868,2024-07-29,138,28868,A-Sedan,White,Normal,28867,28867
VIN0028869,2024-07-29,139,28869,C-EV,Silver,Normal,28868,28868
VIN0028870,2024-07-29,140,28870,A-Sedan,Green,Hold,28869,28869
VIN0028871,2024-07-29,141,28871,A-Sedan,Silver,Normal,28870,28870
VIN0028872,2024-07-29,142,28872,A-Sedan,White,Normal,28872,28872
VIN0028873,2024-07-29,143,28873,A-Sedan,White,Normal,28873,28873
VIN0028874,2024-07-29,144,28874,A-Sedan,Grey,Normal,28874,28874
VIN0028875,2024-07-29,145,28875,B-SUV,Red,Normal,28875,28875
VIN0028876,2024-07-29,146,28876,A-Sedan,Orange,Normal,28876,28876
VIN0028877,2024-07-29,147,28877,B-SUV,Black,Normal,28877,28877
VIN0028878,2024-07-29,148,28878,B-SUV,Silver,Normal,28878,28878
VIN0028879,2024-07-29,149,28879,B-SUV,Silver,Normal,28879,28879
VIN0028880,2024-07-29,150,28880,A-Sedan,Red,Normal,28880,28880
VIN0028881,2024-07-29,151,28881,A-Sedan,White,Normal,28881,28881
VIN0028882,2024-07-29,152,28882,A-Sedan,Black,Normal,28882,28882
VIN0028883,2024-07-29,153,28883,A-Sedan,White,Normal,28883,28883
VIN0028884,2024-07-29,154,28884,C-EV,Green,Normal,28884,28884
VIN0028885,2024-07-29,155,28885,B-SUV,White,Normal,28885,28885
VIN0028886,2024-07-29,156,28886,B-SUV,Black,Normal,28886,28886
VIN0028887,2024-07-29,157,28887,C-EV,Red,Normal,28887,28887
VIN0028888,2024-07-29,158,28888,B-SUV,Black,Normal,28888,28888
VIN0028889,2024-07-29,159,28889,C-EV,Red,Normal,28889,28889
VIN0028890,2024-07-29,160,28890,A-Sedan,Black,Normal,28890,28890
VIN0028891,2024-07-29,161,28891,A-Sedan,White,Normal,28891,28891
VIN0028892,2024-07-30,1,28892,C-EV,Red,Normal,28892,28892
VIN0028893,2024-07-30,2,28893,C-EV,White,Normal,28893,28893
VIN0028894,2024-07-30,3,28894,A-Sedan,Red,Normal,28894,28894
VIN0028895,2024-07-30,4,28895,A-Sedan,Blue,Normal,28895,28895
VIN0028896,2024-07-30,5,28896,C-EV,Black,Normal,28896,28896
VIN0028897,2024-07-30,6,28897,A-Sedan,Black,Normal,28897,28897
VIN0028898,2024-07-30,7,28898,B-SUV,Blue,Normal,28898,28898
VIN0028899,2024-07-30,8,28899,B-SUV,Black,Normal,28899,28899
VIN0028900,2024-07-30,9,28900,A-Sedan,Silver,Normal,28900,28900
VIN0028901,2024-07-30,10,28901,A-Sedan,Black,Normal,28901,28901
VIN0028902,2024-07-30,11,28902,C-EV,White,Normal,28902,28902
VIN0028903,2024-07-30,12,28903,A-Sedan,Black,Normal,28903,28903
VIN0028904,2024-07-30,13,28904,B-SUV,Orange,Normal,28904,28904
VIN0028905,2024-07-30,14,28905,C-EV,Silver,Normal,28905,28905
VIN0028906,2024-07-30,15,28906,A-Sedan,Blue,Normal,28906,28906
VIN0028907,2024-07-30,16,28907,C-EV,White,Normal,28909,28909
VIN0028908,2024-07-30,17,28908,A-Sedan,Black,Normal,28907,28907
VIN0028909,2024-07-30,18,28909,B-SUV,Black,Normal,28908,28908
VIN0028910,2024-07-30,19,28910,B-SUV,Green,Normal,28910,28910
VIN0028911,2024-07-30,20,28911,B-SUV,Orange,Normal,28911,28911
VIN0028912,2024-07-30,21,28912,A-Sedan,Black,Expedite,28912,28912
VIN0028913,2024-07-30,22,28913,B-SUV,Blue,Normal,28913,28913
VIN0028914,2024-07-30,23,28914,A-Sedan,Red,Normal,28914,28914
VIN0028915,2024-07-30,24,28915,A-Sedan,White,Normal,28915,28915
VIN0028916,2024-07-30,25,28916,A-Sedan,White,Normal,28916,28916
VIN0028917,2024-07-30,26,28917,C-EV,White,Normal,28917,28917
VIN0028918,2024-07-30,27,28918,C-EV,Black,Normal,28918,28918
VIN0028919,2024-07-30,28,28919,A-Sedan,Orange,Normal,28919,28919
VIN0028920,2024-07-30,29,28920,B-SUV,White,Normal,28920,28920
VIN0028921,2024-07-30,30,28921,A-Sedan,Orange,Normal,28921,28921
VIN0028922,2024-07-30,31,28922,C-EV,Red,Normal,28922,28922
VIN0028923,2024-07-30,32,28923,B-SUV,Black,Normal,28923,28923
VIN0028924,2024-07-30,33,28924,A-Sedan,Red,Normal,28924,28924
VIN0028925,2024-07-30,34,28925,C-EV,Black,Expedite,28925,28925
VIN0028926,2024-07-30,35,28926,A-Sedan,Grey,Normal,28926,28926
VIN0028927,2024-07-30,36,28927,A-Sedan,White,Normal,28927,28927
VIN0028928,2024-07-30,37,28928,A-Sedan,White,Normal,28928,28928
VIN0028929,2024-07-30,38,28929,B-SUV,Grey,Normal,28929,28929
VIN0028930,2024-07-30,39,28930,B-SUV,White,Normal,28930,28930
VIN0028931,2024-07-30,40,28931,C-EV,Silver,Normal,28931,28931
VIN0028932,2024-07-30,41,28932,B-SUV,Black,Normal,28932,28932
VIN0028933,2024-07-30,42,28933,C-EV,Red,Normal,28933,28933
VIN0028934,2024-07-30,43,28934,A-Sedan,Black,Normal,28934,28934
VIN0028935,2024-07-30,44,28935,A-Sedan,White,Normal,28935,28935
VIN0028936,2024-07-30,45,28936,A-Sedan,Black,Normal,28936,28936
VIN0028937,2024-07-30,46,28937,C-EV,Grey,Normal,28937,28937
VIN0028938,2024-07-30,47,28938,A-Sedan,Orange,Normal,28938,28938
VIN0028939,2024-07-30,48,28939,A-Sedan,Green,Normal,28939,28939
VIN0028940,2024-07-30,49,28940,A-Sedan,Black,Normal,28940,28940
VIN0028941,2024-07-30,50,28941,B-SUV,Blue,Normal,28941,28941
VIN0028942,2024-07-30,51,28942,C-EV,Grey,Normal,28942,28942
VIN0028943,2024-07-30,52,28943,C-EV,Blue,Normal,28943,28943
VIN0028944,2024-07-30,53,28944,A-Sedan,White,Normal,28944,28944
VIN0028945,2024-07-30,54,28945,A-Sedan,Grey,Normal,28945,28945
VIN0028946,2024-07-30,55,28946,B-SUV,Red,Normal,28946,28946
VIN0028947,2024-07-30,56,28947,C-EV,Silver,Normal,28947,28947
VIN0028948,2024-07-30,57,28948,B-SUV,Silver,Expedite,28948,28948
VIN0028949,2024-07-30,58,28949,C-EV,White,Normal,28949,28949
VIN0028950,2024-07-30,59,28950,A-Sedan,Black,Normal,28950,28950
VIN0028951,2024-07-30,60,28951,A-Sedan,Green,Normal,28951,28951
VIN0028952,2024-07-30,61,28952,A-Sedan,Red,Normal,28952,28952
VIN0028953,2024-07-30,62,28953,C-EV,White,Normal,28953,28953
VIN0028954,2024-07-30,63,28954,B-SUV,Grey,Normal,28954,28954
VIN0028955,2024-07-30,64,28955,A-Sedan,Green,Expedite,28955,28955
VIN0028956,2024-07-30,65,28956,A-Sedan,Green,Normal,28956,28956
VIN0028957,2024-07-30,66,28957,A-Sedan,Blue,Normal,28957,28957
VIN0028958,2024-07-30,67,28958,A-Sedan,Black,Normal,28958,28958
VIN0028959,2024-07-30,68,28959,C-EV,Silver,Normal,28959,28959
VIN0028960,2024-07-30,69,28960,B-SUV,Red,Normal,28960,28960
VIN0028961,2024-07-30,70,28961,B-SUV,Red,Normal,28961,28961
VIN0028962,2024-07-30,71,28962,A-Sedan,Grey,Normal,28962,28962
VIN0028963,2024-07-30,72,28963,B-SUV,Black,Normal,28963,28963
VIN0028964,2024-07-30,73,28964,C-EV,Black,Normal,28964,28964
VIN0028965,2024-07-30,74,28965,B-SUV,Blue,Normal,28965,28965
VIN0028966,2024-07-30,75,28966,A-Sedan,Grey,Normal,28966,28966
VIN0028967,2024-07-30,76,28967,C-EV,White,Normal,28967,28967
VIN0028968,2024-07-30,77,28968,B-SUV,Red,Normal,28968,28968
VIN0028969,2024-07-30,78,28969,A-Sedan,Green,Normal,28969,28969
VIN0028970,2024-07-30,79,28970,A-Sedan,Green,Normal,28970,28970
VIN0028971,2024-07-30,80,28971,B-SUV,Black,Normal,28971,28971
VIN0028972,2024-07-30,81,28972,A-Sedan,Silver,Normal,28972,28972
VIN0028973,2024-07-30,82,28973,B-SUV,White,Normal,28973,28973
VIN0028974,2024-07-30,83,28974,B-SUV,Red,Normal,28974,28974
VIN0028975,2024-07-30,84,28975,A-Sedan,White,Normal,28975,28975
VIN0028976,2024-07-30,85,28976,C-EV,Red,Expedite,28976,28976
VIN0028977,2024-07-30,86,28977,B-SUV,Black,Normal,28977,28977
VIN0028978,2024-07-30,87,28978,B-SUV,Black,Normal,28981,28981
VIN0028979,2024-07-30,88,28979,A-Sedan,Silver,Normal,28978,28978
VIN0028980,2024-07-30,89,28980,C-EV,White,Normal,28979,28979
VIN0028981,2024-07-30,90,28981,A-Sedan,Silver,Normal,28980,28980
VIN0028982,2024-07-30,91,28982,C-EV,Green,Normal,28989,28989
VIN0028983,2024-07-30,92,28983,B-SUV,Orange,Normal,28982,28982
VIN0028984,2024-07-30,93,28984,A-Sedan,Green,Normal,28983,28983
VIN0028985,2024-07-30,94,28985,B-SUV,Grey,Expedite,28984,28984
VIN0028986,2024-07-30,95,28986,C-EV,Green,Normal,28985,28985
VIN0028987,2024-07-30,96,28987,A-Sedan,Silver,Normal,28986,28986
VIN0028988,2024-07-30,97,28988,B-SUV,White,Normal,28987,28987
VIN0028989,2024-07-30,98,28989,B-SUV,Orange,Normal,28988,28988
VIN0028990,2024-07-30,99,28990,A-Sedan,White,Normal,28990,28990
VIN0028991,2024-07-30,100,28991,C-EV,White,Normal,28991,28991
VIN0028992,2024-07-30,101,28992,A-Sedan,Grey,Normal,28992,28992
VIN0028993,2024-07-30,102,28993,B-SUV,Blue,Normal,28993,28993
VIN0028994,2024-07-30,103,28994,C-EV,Silver,Normal,28994,28994
VIN0028995,2024-07-30,104,28995,A-Sedan,Silver,Normal,28996,28996
VIN0028996,2024-07-30,105,28996,C-EV,Black,Normal,28995,28995
VIN0028997,2024-07-30,106,28997,A-Sedan,Black,Normal,28997,28997
VIN0028998,2024-07-30,107,28998,A-Sedan,Orange,Expedite,28998,28998
VIN0028999,2024-07-30,108,28999,A-Sedan,Silver,Normal,28999,28999
VIN0029000,2024-07-30,109,29000,A-Sedan,Black,Normal,29000,29000
VIN0029001,2024-07-30,110,29001,B-SUV,White,Normal,29003,29003
VIN0029002,2024-07-30,111,29002,A-Sedan,White,Normal,29001,29001
VIN0029003,2024-07-30,112,29003,B-SUV,White,Normal,29002,29002
VIN0029004,2024-07-30,113,29004,C-EV,Green,Normal,29004,29004
VIN0029005,2024-07-30,114,29005,A-Sedan,White,Normal,29005,29005
VIN0029006,2024-07-30,115,29006,B-SUV,White,Normal,29006,29006
VIN0029007,2024-07-30,116,29007,A-Sedan,Blue,Normal,29013,29013
VIN0029008,2024-07-30,117,29008,C-EV,White,Expedite,29011,29011
VIN0029009,2024-07-30,118,29009,A-Sedan,Black,Normal,29007,29007
VIN0029010,2024-07-30,119,29010,C-EV,Black,Normal,29008,29008
VIN0029011,2024-07-30,120,29011,A-Sedan,Blue,Normal,29009,29009
VIN0029012,2024-07-30,121,29012,A-Sedan,Blue,Hold,29015,29015
VIN0029013,2024-07-30,122,29013,A-Sedan,Grey,Normal,29010,29010
VIN0029014,2024-07-30,123,29014,A-Sedan,Black,Expedite,29012,29012
VIN0029015,2024-07-30,124,29015,A-Sedan,White,Normal,29014,29014
VIN0029016,2024-07-30,125,29016,B-SUV,Red,Normal,29016,29016
VIN0029017,2024-07-30,126,29017,B-SUV,Black,Normal,29024,29024
VIN0029018,2024-07-30,127,29018,A-Sedan,Silver,Normal,29017,29017
VIN0029019,2024-07-30,128,29019,B-SUV,Blue,Normal,29018,29018
VIN0029020,2024-07-30,129,29020,C-EV,Black,Normal,29019,29019
VIN0029021,2024-07-30,130,29021,A-Sedan,Black,Normal,29020,29020
VIN0029022,2024-07-30,131,29022,B-SUV,Silver,Normal,29021,29021
VIN0029023,2024-07-30,132,29023,A-Sedan,Black,Normal,29031,29031
VIN0029024,2024-07-30,133,29024,B-SUV,Silver,Normal,29022,29022
VIN0029025,2024-07-30,134,29025,B-SUV,Blue,Normal,29039,29039
VIN0029026,2024-07-30,135,29026,B-SUV,Black,Normal,29023,29023
VIN0029027,2024-07-30,136,29027,A-Sedan,Orange,Normal,29025,29025
VIN0029028,2024-07-30,137,29028,C-EV,Grey,Normal,29026,29026
VIN0029029,2024-07-30,138,29029,A-Sedan,Grey,Normal,29027,29027
VIN0029030,2024-07-30,139,29030,A-Sedan,Grey,Normal,29028,29028
VIN0029031,2024-07-30,140,29031,A-Sedan,Black,Normal,29029,29029
VIN0029032,2024-07-30,141,29032,A-Sedan,Black,Expedite,29030,29030
VIN0029033,2024-07-30,142,29033,B-SUV,White,Normal,29033,29033
VIN0029034,2024-07-30,143,29034,C-EV,Grey,Normal,29032,29032
VIN0029035,2024-07-30,144,29035,B-SUV,Silver,Normal,29034,29034
VIN0029036,2024-07-30,145,29036,B-SUV,Blue,Expedite,29035,29035
VIN0029037,2024-07-30,146,29037,A-Sedan,Red,Normal,29036,29036
VIN0029038,2024-07-30,147,29038,B-SUV,Red,Normal,29037,29037
VIN0029039,2024-07-30,148,29039,A-Sedan,Black,Normal,29038,29038
VIN0029040,2024-07-30,149,29040,C-EV,Black,Normal,29040,29040
VIN0029041,2024-07-30,150,29041,A-Sedan,Blue,Normal,29041,29041
VIN0029042,2024-07-30,151,29042,B-SUV,Silver,Expedite,29042,29042
VIN0029043,2024-07-30,152,29043,A-Sedan,Orange,Normal,29043,29043
VIN0029044,2024-07-30,153,29044,B-SUV,White,Normal,29044,29044
VIN0029045,2024-07-31,1,29045,C-EV,Black,Normal,29045,29045
VIN0029046,2024-07-31,2,29046,C-EV,Orange,Normal,29046,29046
VIN0029047,2024-07-31,3,29047,A-Sedan,Green,Normal,29047,29047
VIN0029048,2024-07-31,4,29048,C-EV,Black,Expedite,29048,29048
VIN0029049,2024-07-31,5,29049,B-SUV,Silver,Normal,29049,29049
VIN0029050,2024-07-31,6,29050,B-SUV,Black,Normal,29050,29050
VIN0029051,2024-07-31,7,29051,A-Sedan,Silver,Normal,29051,29051
VIN0029052,2024-07-31,8,29052,A-Sedan,Red,Normal,29052,29052
VIN0029053,2024-07-31,9,29053,C-EV,Grey,Normal,29053,29053
VIN0029054,2024-07-31,10,29054,A-Sedan,Blue,Normal,29054,29054
VIN0029055,2024-07-31,11,29055,A-Sedan,White,Normal,29055,29055
VIN0029056,2024-07-31,12,29056,B-SUV,White,Normal,29056,29056
VIN0029057,2024-07-31,13,29057,A-Sedan,Blue,Normal,29057,29057
VIN0029058,2024-07-31,14,29058,B-SUV,Silver,Normal,29058,29058
VIN0029059,2024-07-31,15,29059,A-Sedan,White,Normal,29059,29059
VIN0029060,2024-07-31,16,29060,B-SUV,White,Normal,29060,29060
VIN0029061,2024-07-31,17,29061,C-EV,White,Normal,29061,29061
VIN0029062,2024-07-31,18,29062,A-Sedan,White,Normal,29062,29062
VIN0029063,2024-07-31,19,29063,A-Sedan,Black,Normal,29063,29063
VIN0029064,2024-07-31,20,29064,B-SUV,Blue,Normal,29066,29066
VIN0029065,2024-07-31,21,29065,A-Sedan,Grey,Normal,29064,29064
VIN0029066,2024-07-31,22,29066,A-Sedan,Blue,Normal,29065,29065
VIN0029067,2024-07-31,23,29067,B-SUV,Green,Expedite,29067,29067
VIN0029068,2024-07-31,24,29068,A-Sedan,White,Normal,29068,29068
VIN0029069,2024-07-31,25,29069,C-EV,Black,Normal,29069,29069
VIN0029070,2024-07-31,26,29070,B-SUV,Black,Normal,29070,29070
VIN0029071,2024-07-31,27,29071,B-SUV,Black,Normal,29071,29071
VIN0029072,2024-07-31,28,29072,A-Sedan,Green,Normal,29072,29072
VIN0029073,2024-07-31,29,29073,B-SUV,White,Normal,29073,29073
VIN0029074,2024-07-31,30,29074,A-Sedan,Red,Normal,29074,29074
VIN0029075,2024-07-31,31,29075,B-SUV,Grey,Normal,29075,29075
VIN0029076,2024-07-31,32,29076,B-SUV,Silver,Normal,29076,29076
VIN0029077,2024-07-31,33,29077,C-EV,Grey,Normal,29077,29077
VIN0029078,2024-07-31,34,29078,A-Sedan,Green,Normal,29078,29078
VIN0029079,2024-07-31,35,29079,C-EV,Green,Normal,29079,29079
VIN0029080,2024-07-31,36,29080,A-Sedan,Red,Normal,29080,29080
VIN0029081,2024-07-31,37,29081,A-Sedan,Silver,Normal,29081,29081
VIN0029082,2024-07-31,38,29082,A-Sedan,White,Expedite,29082,29082
VIN0029083,2024-07-31,39,29083,A-Sedan,Silver,Normal,29083,29083
VIN0029084,2024-07-31,40,29084,B-SUV,Black,Expedite,29084,29084
VIN0029085,2024-07-31,41,29085,B-SUV,Silver,Normal,29085,29085
VIN0029086,2024-07-31,42,29086,B-SUV,Black,Normal,29086,29086
VIN0029087,2024-07-31,43,29087,A-Sedan,White,Normal,29087,29087
VIN0029088,2024-07-31,44,29088,A-Sedan,White,Normal,29088,29088
VIN0029089,2024-07-31,45,29089,A-Sedan,Red,Normal,29089,29089
VIN0029090,2024-07-31,46,29090,C-EV,Black,Normal,29090,29090
VIN0029091,2024-07-31,47,29091,A-Sedan,Red,Normal,29091,29091
VIN0029092,2024-07-31,48,29092,A-Sedan,Grey,Normal,29092,29092
VIN0029093,2024-07-31,49,29093,A-Sedan,Blue,Normal,29093,29093
VIN0029094,2024-07-31,50,29094,B-SUV,Red,Normal,29094,29094
VIN0029095,2024-07-31,51,29095,A-Sedan,Silver,Normal,29095,29095
VIN0029096,2024-07-31,52,29096,C-EV,Blue,Normal,29096,29096
VIN0029097,2024-07-31,53,29097,C-EV,Red,Normal,29099,29099
VIN0029098,2024-07-31,54,29098,A-Sedan,White,Normal,29097,29097
VIN0029099,2024-07-31,55,29099,A-Sedan,Black,Expedite,29098,29098
VIN0029100,2024-07-31,56,29100,B-SUV,Black,Normal,29100,29100
VIN0029101,2024-07-31,57,29101,B-SUV,Green,Normal,29101,29101
VIN0029102,2024-07-31,58,29102,A-Sedan,Silver,Normal,29102,29102
VIN0029103,2024-07-31,59,29103,B-SUV,Silver,Normal,29103,29103
VIN0029104,2024-07-31,60,29104,B-SUV,Black,Normal,29104,29104
